name,website,domain,city,state,category,phone,public_email,source_type,source_url,raw_source_id,acquired_at
Denker Recreation Center,https://www.laparks.org/reccenter/denker,laparks.org,Los Angeles,CA,gyms,+1-323-733-8367,denker.recreationcenter@lacity.org,openstreetmap,https://www.openstreetmap.org/node/244106560,244106560,2026-04-28 07:53:43.650201
Detox Cycle House,https://detoxcyclehouse.com/,detoxcyclehouse.com,Studio City,CA,gyms,+1-818-505-1020,detoxcyclehouse@gmail.com,openstreetmap,https://www.openstreetmap.org/node/13725894344,13725894344,2026-04-28 07:53:43.650201
DewCoach,http://dewcoach.com,dewcoach.com,Simi Valley,CA,gyms,+1 805-587-6274,steven@dewcoach.com,openstreetmap,https://www.openstreetmap.org/node/12068432268,12068432268,2026-04-28 07:53:43.650201
Dignity Health Sports Park,https://www.dignityhealthsportspark.com,dignityhealthsportspark.com,Carson,CA,gyms,+1-310-630-2000,"",openstreetmap,https://www.openstreetmap.org/node/966517632,966517632,2026-04-28 07:53:43.650201
Dohyun Hapkido,http://songsdohyunhapkido.com,songsdohyunhapkido.com,"","",gyms,+1-818-567-0012,"",openstreetmap,https://www.openstreetmap.org/node/471928735,471928735,2026-04-28 07:53:43.650201
Dollar Tree,https://www.dollartree.com/locations/ca/gardena/5460/,dollartree.com,Gardena,CA,gyms,+1 310-879-6389,"",openstreetmap,https://www.openstreetmap.org/node/442611633,442611633,2026-04-28 07:53:43.650201
Downtown Recreation Center,https://www.costamesaca.gov/government/departments-and-divisions/parks-and-community-services/facilities/community-centers-golf-course-senior-center-tennis-center/downtown-recreation-center,costamesaca.gov,Costa Mesa,"",gyms,+1-714-327-7560,"",openstreetmap,https://www.openstreetmap.org/node/83201240,83201240,2026-04-28 07:53:43.650201
Doyenne Barbell and Fitness LLC,https://doyennebarbellandfitness.com/,doyennebarbellandfitness.com,Fresno,CA,gyms,+1-559-840-2634,"",openstreetmap,https://www.openstreetmap.org/node/13058515363,13058515363,2026-04-28 07:53:43.650201
Dre36,https://www.dre36.com/,dre36.com,Fresno,CA,gyms,+1-559-899-3166,"",openstreetmap,https://www.openstreetmap.org/node/12145177142,12145177142,2026-04-28 07:53:43.650201
Dreamtown Crossfit,https://www.dreamtowncrossfit.com/,dreamtowncrossfit.com,Truckee,CA,gyms,+1-530-628-0098,wod@dreamtowncrossfit.com,openstreetmap,https://www.openstreetmap.org/node/6779487582,6779487582,2026-04-28 07:53:43.650201
Duke's Boxing & Fitness,https://dukesboxingfitness.com/,dukesboxingfitness.com,Isla Vista,CA,gyms,+1 805-252-5766,dukesboxing@gmail.com,openstreetmap,https://www.openstreetmap.org/node/13370800172,13370800172,2026-04-28 07:53:43.650201
EA’s Crossfit,http://thmm.com/eascrossfit/,thmm.com,Sonoma,"",gyms,+1-415-314-1399,"",openstreetmap,https://www.openstreetmap.org/node/2833068801,2833068801,2026-04-28 07:53:43.650201
EOS Fitness,https://www.eosfitness.com/gym/indio-hwy-111-jefferson-st?utm_source=local&utm_medium=organic&utm_campaign=evergreen_gmb,eosfitness.com,"","",gyms,+1-760-536-5900,"",openstreetmap,https://www.openstreetmap.org/node/13520221101,13520221101,2026-04-28 07:53:43.650201
EOS Fitness,https://www.eosfitness.com/gym/palm-desert?utm_source=local&utm_medium=organic&utm_campaign=evergreen_gmb,eosfitness.com,"","",gyms,+1-760-360-0565,"",openstreetmap,https://www.openstreetmap.org/node/13520204402,13520204402,2026-04-28 07:53:43.650201
EOS Fitness,https://www.eosfitness.com/gym/los-angeles-downtown-la-cesar-chavez,eosfitness.com,Los Angeles,CA,gyms,+1-213-528-3132,"",openstreetmap,https://www.openstreetmap.org/node/13003903721,13003903721,2026-04-28 07:53:43.650201
EOS Fitness,https://www.eosfitness.com/,eosfitness.com,San Clemente,"",gyms,+1 949 891 2969,"",openstreetmap,https://www.openstreetmap.org/node/3995960993,3995960993,2026-04-28 07:53:43.650201
Earl Anthony's Dublin Bowl,http://www.earlanthonysdublinbowl.com,earlanthonysdublinbowl.com,"","",gyms,+1-925-828-7550,"",openstreetmap,https://www.openstreetmap.org/node/4986054865,4986054865,2026-04-28 07:53:43.650201
Elite Fitness Co.,https://www.elitefitco.com/,elitefitco.com,Petaluma,CA,gyms,+1 707 7623878,"",openstreetmap,https://www.openstreetmap.org/node/4462966471,4462966471,2026-04-28 07:53:43.650201
Elite'Barre' Fitness Studio,http://elitebarre.com,elitebarre.com,Redding,"",gyms,+1-530-515-4744,"",openstreetmap,https://www.openstreetmap.org/node/6848950750,6848950750,2026-04-28 07:53:43.650201
En Garde Fencing,https://www.egfencing.com/,egfencing.com,"","",gyms,+1-707-596-3626,"",openstreetmap,https://www.openstreetmap.org/node/9593198817,9593198817,2026-04-28 07:53:43.650201
EoS Fitness,https://www.eosfitness.com/gym/simi-valley-first-st-e-los-angeles-st?utm_source=local&utm_medium=organic&utm_campaign=evergreen_gmb,eosfitness.com,Simi Valley,CA,gyms,+1-805-581-4653,"",openstreetmap,https://www.openstreetmap.org/node/11786348820,11786348820,2026-04-28 07:53:43.650201
Eos Fitness,https://www.eosfitness.com/gym/santa-barbara-chapala-st-w-carrillo-st,eosfitness.com,Santa Barbara,CA,gyms,+1 805-965-0999,"",openstreetmap,https://www.openstreetmap.org/node/13532773244,13532773244,2026-04-28 07:53:43.650201
Epic Fitness,https://epicfitnessnow.com,epicfitnessnow.com,Simi Valley,CA,gyms,+1 805-813-8112,info@epicfitnessnow.com,openstreetmap,https://www.openstreetmap.org/node/12027515924,12027515924,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/,equinox.com,"","",gyms,+1-650-319-1700,"",openstreetmap,https://www.openstreetmap.org/node/968285817,968285817,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/clubs/southern-california/los-angeles/centurycity,equinox.com,Los Angeles,CA,gyms,+1-310-552-0420,"",openstreetmap,https://www.openstreetmap.org/node/557689264,557689264,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/clubs/southern-california/the-valley/pasadena,equinox.com,Pasadena,CA,gyms,+1 626-685-4800,"",openstreetmap,https://www.openstreetmap.org/node/10832881651,10832881651,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/clubs/sanmateo,equinox.com,"","",gyms,+1-650-403-7000,"",openstreetmap,https://www.openstreetmap.org/node/2455032267,2455032267,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/clubs/southern-california/los-angeles/westhollywood,equinox.com,West Hollywood,CA,gyms,+1-310-289-1900,"",openstreetmap,https://www.openstreetmap.org/node/5133454795,5133454795,2026-04-28 07:53:43.650201
Equinox,https://www.equinox.com/clubs/southern-california/westla,equinox.com,Los Angeles,"",gyms,+1-310-473-1447,"",openstreetmap,https://www.openstreetmap.org/node/422504017,422504017,2026-04-28 07:53:43.650201
Esporta Fitness,https://lafitness.com/,lafitness.com,"","",gyms,+1-951-365-2097,"",openstreetmap,https://www.openstreetmap.org/node/1066597256,1066597256,2026-04-28 07:53:43.650201
Ethan Rich Performance,https://www.ethanrichperformance.com/,ethanrichperformance.com,San Francisco,CA,gyms,+1 510 409 9450,"",openstreetmap,https://www.openstreetmap.org/node/11558519647,11558519647,2026-04-28 07:53:43.650201
Etna Swimming Pool Building,https://etnapool.com,etnapool.com,Etna,CA,gyms,+1 530-643-7206,jenny@etnapool.com,openstreetmap,https://www.openstreetmap.org/node/1422768761,1422768761,2026-04-28 07:53:43.650201
Evergreen Recreation Center,https://www.laparks.org/reccenter/evergreen,laparks.org,Los Angeles,CA,gyms,+1-323-262-0397,evergreen.recreationcenter@lacity.org,openstreetmap,https://www.openstreetmap.org/node/203433130,203433130,2026-04-28 07:53:43.650201
Evolution Trainers,https://www.evolutiontrainers.com/,evolutiontrainers.com,"","",gyms,+1-650-965-8991,"",openstreetmap,https://www.openstreetmap.org/node/5714457077,5714457077,2026-04-28 07:53:43.650201
EōS Fitness,https://www.eosfitness.com/,eosfitness.com,Northridge,CA,gyms,+1-818-534-5533,"",openstreetmap,https://www.openstreetmap.org/node/13516459732,13516459732,2026-04-28 07:53:43.650201
EōS Fitness,https://www.eosfitness.com/,eosfitness.com,Fullerton,CA,gyms,+1-657-356-8005,"",openstreetmap,https://www.openstreetmap.org/node/186421966,186421966,2026-04-28 07:53:43.650201
EōS Fitness,https://eosfitness.com/location/oceanside-palm-tree-plaza/,eosfitness.com,Oceanside,CA,gyms,+1-760-683-8022,"",openstreetmap,https://www.openstreetmap.org/node/7146545706,7146545706,2026-04-28 07:53:43.650201
EōS Fitness,https://www.eosfitness.com/gym/thousand-oaks-n-moorpark-rd-w-hillcrest-dr,eosfitness.com,Thousand Oaks,CA,gyms,+1 805-496-9331,"",openstreetmap,https://www.openstreetmap.org/node/632381499,632381499,2026-04-28 07:53:43.650201
EōS Fitness,https://www.eosfitness.com/gym/arcadia-s-baldwin-ave-huntington-dr,eosfitness.com,Arcadia,CA,gyms,+1 626-447-1500,"",openstreetmap,https://www.openstreetmap.org/node/13298890564,13298890564,2026-04-28 07:53:43.650201
Eōs Fitness,https://www.eosfitness.com/gym/jurupa-valley-ca-60-pyrite-st,eosfitness.com,Jurupa Valley,CA,gyms,+1-909-972-0014,"",openstreetmap,https://www.openstreetmap.org/node/12471978412,12471978412,2026-04-28 07:53:43.650201
F45 Training,https://www.f45training.com/campbellca,f45training.com,"","",gyms,+1-408-340-6181,campbellca@f45training.com,openstreetmap,https://www.openstreetmap.org/node/13276687063,13276687063,2026-04-28 07:53:43.650201
F45 Training,https://f45training.com/studio/goletaeast/,f45training.com,Santa Barbara,CA,gyms,+1-805-329-5011,goletaeast@f45training.com,openstreetmap,https://www.openstreetmap.org/node/1469734591,1469734591,2026-04-28 07:53:43.650201
F45 Training,https://f45training.com/studio/oceansidepier/,f45training.com,Oceanside,CA,gyms,+17609162245,"",openstreetmap,https://www.openstreetmap.org/node/13505027923,13505027923,2026-04-28 07:53:43.650201
F45 Training,https://f45training.com/redwoodcity/home,f45training.com,Redwood City,CA,gyms,+1 650 474 1555,redwoodcity@f45training.com,openstreetmap,https://www.openstreetmap.org/node/160440926,160440926,2026-04-28 07:53:43.650201
F45 Training,https://f45training.com/studio/fresnonorth/,f45training.com,Fresno,CA,gyms,+1-559-480-3233,"",openstreetmap,https://www.openstreetmap.org/node/12724626369,12724626369,2026-04-28 07:53:43.650201
FIT Athletic,fitathletic.com,fitathletic.com,San Diego,CA,gyms,+1-619-764-5348,"",openstreetmap,https://www.openstreetmap.org/node/13574105510,13574105510,2026-04-28 07:53:43.650201
Fairbrae Swim and Racquet Club,https://www.fairbrae.com/,fairbrae.com,Sunnyvale,CA,gyms,+1-408-739-3833,"",openstreetmap,https://www.openstreetmap.org/node/228875134,228875134,2026-04-28 07:53:43.650201
Fightgirl Fitness,https://fresnofightgirl.com,fresnofightgirl.com,Fresno,CA,gyms,+1-559-570-8910,"",openstreetmap,https://www.openstreetmap.org/node/13239321867,13239321867,2026-04-28 07:53:43.650201
Fit Annex,https://www.fitannex.com/,fitannex.com,Pasadena,CA,gyms,+1 626-278-0866,fitannex@gmail.com,openstreetmap,https://www.openstreetmap.org/node/5777659635,5777659635,2026-04-28 07:53:43.650201
Fit Athletic Club & Gym,https://www.instagram.com/fitathletic/,instagram.com,San Diego,CA,gyms,+1 858-779-1672,"",openstreetmap,https://www.openstreetmap.org/node/12626015219,12626015219,2026-04-28 07:53:43.650201
Fit Body Boot Camp,https://fitbodybootcamp.com/locations/chinatown-los-angeles-ca/,fitbodybootcamp.com,Los Angeles,CA,gyms,+1-213-585-7564,"",openstreetmap,https://www.openstreetmap.org/node/13606495387,13606495387,2026-04-28 07:53:43.650201
Fit Body Boot Camp,https://fitbodybootcamp.com/locations/herndon-fresno-ca/,fitbodybootcamp.com,Fresno,CA,gyms,+1-559-392-5598,"",openstreetmap,https://www.openstreetmap.org/node/12014418567,12014418567,2026-04-28 07:53:43.650201
Fit Body Boot Camp,https://fitbodybootcamp.com/locations/woodward-fresno-ca/,fitbodybootcamp.com,Fresno,CA,gyms,+1-559-801-6225,"",openstreetmap,https://www.openstreetmap.org/node/12285698007,12285698007,2026-04-28 07:53:43.650201
Fit Club,https://www.fitclub4women.com/,fitclub4women.com,"",CA,gyms,+14158771621,"",openstreetmap,https://www.openstreetmap.org/node/13159066526,13159066526,2026-04-28 07:53:43.650201
Fit For Life Solutions,https://www.fitforlifesolutions.com/mountain-view/,fitforlifesolutions.com,"","",gyms,+1-855-348-4533,"",openstreetmap,https://www.openstreetmap.org/node/5452774458,5452774458,2026-04-28 07:53:43.650201
Fit Personal Fitness Studio,https://www.fitstudiodanville.com/,fitstudiodanville.com,Danville,CA,gyms,+1 925 362-8001,"",openstreetmap,https://www.openstreetmap.org/node/6429723809,6429723809,2026-04-28 07:53:43.650201
Fit Theory Studio,https://fittheorystudio.com/,fittheorystudio.com,Mountain View,CA,gyms,+1 650 479 6286,candy@fittheorystudio.com,openstreetmap,https://www.openstreetmap.org/node/381344652,381344652,2026-04-28 07:53:43.650201
Fitness 19,https://www.fitness19.com/centers/san-bruno/,fitness19.com,"","",gyms,+1-650-491-9232,"",openstreetmap,https://www.openstreetmap.org/node/6704967540,6704967540,2026-04-28 07:53:43.650201
Fitness 19,https://www.fitness19.com/centers/rancho-cucamonga/,fitness19.com,Rancho Cucamonga,CA,gyms,+1-909-481-1919,"",openstreetmap,https://www.openstreetmap.org/node/7159440858,7159440858,2026-04-28 07:53:43.650201
Fitness 19,https://www.fitness19.com/,fitness19.com,"","",gyms,+1 925 271-4248,"",openstreetmap,https://www.openstreetmap.org/node/5402098505,5402098505,2026-04-28 07:53:43.650201
Fitness 19,https://www.fit19.com/locations/danville,fit19.com,"","",gyms,+1-925-743-3919,"",openstreetmap,https://www.openstreetmap.org/node/9657999979,9657999979,2026-04-28 07:53:43.650201
Fitness 19,https://www.fit19.com/locations/santa-barbara,fit19.com,Santa Barbara,CA,gyms,+1-805-617-3767,"",openstreetmap,https://www.openstreetmap.org/node/9044177269,9044177269,2026-04-28 07:53:43.650201
Fitness 19,https://www.fitness19.com/centers/camarillo/,fitness19.com,Camarillo,CA,gyms,+1-805-389-9119,"",openstreetmap,https://www.openstreetmap.org/node/6412818658,6412818658,2026-04-28 07:53:43.650201
Fitness 19,https://www.fitness19.com/,fitness19.com,"","",gyms,+1-650-212-1919,"",openstreetmap,https://www.openstreetmap.org/node/13182148901,13182148901,2026-04-28 07:53:43.650201
Fitness Center - MCLB,https://barstow.usmc-mccs.org/recreation-fitness/fitness-center,barstow.usmc-mccs.org,Barstow,CA,gyms,+1-760-577-6898,"",openstreetmap,https://www.openstreetmap.org/node/1484452891,1484452891,2026-04-28 07:53:43.650201
Fitness Exchange,https://functionalfitx.com/,functionalfitx.com,Sacramento,CA,gyms,+1-415-640-4437,"",openstreetmap,https://www.openstreetmap.org/node/12374296257,12374296257,2026-04-28 07:53:43.650201
Fitness Mania,https://fitnessmaniariv.wixsite.com/fitnessmania,fitnessmaniariv.wixsite.com,Riverside,CA,gyms,+1-951-776-9375,"",openstreetmap,https://www.openstreetmap.org/node/1346411364,1346411364,2026-04-28 07:53:43.650201
Fitness SF,https://www.fitnesssf.com/location/marin,fitnesssf.com,Corte Madera,CA,gyms,+1-415-348-6377,"",openstreetmap,https://www.openstreetmap.org/node/9915106464,9915106464,2026-04-28 07:53:43.650201
Fitness SF,https://fitnesssf.com/,fitnesssf.com,San Francisco,"",gyms,+1-415-348-6377,"",openstreetmap,https://www.openstreetmap.org/node/3881440385,3881440385,2026-04-28 07:53:43.650201
Fitness Urbano,https://www.fitnessurbano.com/,fitnessurbano.com,"","",gyms,+1 415-341-0515,u@fitnessurbano.com,openstreetmap,https://www.openstreetmap.org/node/8660768875,8660768875,2026-04-28 07:53:43.650201
Fitness for Life,https://www.fitnessforlife559.com/,fitnessforlife559.com,Fresno,CA,gyms,+1-559-447-5433,"",openstreetmap,https://www.openstreetmap.org/node/11840557917,11840557917,2026-04-28 07:53:43.650201
Fitness of America,https://www.fitnessofamerica.com/,fitnessofamerica.com,Orange,CA,gyms,+1-703-712-2604,"",openstreetmap,https://www.openstreetmap.org/node/12785192039,12785192039,2026-04-28 07:53:43.650201
Fitness with Rachel,https://fitnessrachel.com/,fitnessrachel.com,Goleta,CA,gyms,+1-805-705-7480,"",openstreetmap,https://www.openstreetmap.org/node/13145059339,13145059339,2026-04-28 07:53:43.650201
Five Star Gym,https://fivestargym.com,fivestargym.com,Yucca Valley,CA,gyms,+1-760-228-9100,"",openstreetmap,https://www.openstreetmap.org/node/10202376443,10202376443,2026-04-28 07:53:43.650201
Flaunt Fitness,https://flaunt-fitness.com/,flaunt-fitness.com,Fresno,CA,gyms,+1-559-425-6091,flauntfitnessfresno@gmail.com,openstreetmap,https://www.openstreetmap.org/node/13671901901,13671901901,2026-04-28 07:53:43.650201
Flow Yoga & Wellness,https://sbflowyoga.com/,sbflowyoga.com,Santa Barbara,CA,gyms,+1-805-459-7033,connect@flowyogaandwellness.com,openstreetmap,https://www.openstreetmap.org/node/13313014828,13313014828,2026-04-28 07:53:43.650201
Flying High-Sling Bungee Fitness,https://www.flyinghighbungee.com/,flyinghighbungee.com,"","",gyms,+1 530-725-9805,"",openstreetmap,https://www.openstreetmap.org/node/12208353104,12208353104,2026-04-28 07:53:43.650201
Focused Individual Trainers,https://focusedtrainers.com,focusedtrainers.com,Los Altos,CA,gyms,+1 650 947 9831,"",openstreetmap,https://www.openstreetmap.org/node/12599657581,12599657581,2026-04-28 07:53:43.650201
Forma Gym San Jose,https://formagym.com/locations/san-jose/,formagym.com,San Jose,"",gyms,+1-408-490-3406,"",openstreetmap,https://www.openstreetmap.org/node/182807295,182807295,2026-04-28 07:53:43.650201
Formation Energetix,https://formationenergetix.com,formationenergetix.com,Santa Monica,CA,gyms,+1-215-284-8090,"",openstreetmap,https://www.openstreetmap.org/node/11925655071,11925655071,2026-04-28 07:53:43.650201
Four Corners Yoga,https://fourcornersyoga.com/,fourcornersyoga.com,Fresno,CA,gyms,+1-559-940-7971,"",openstreetmap,https://www.openstreetmap.org/node/12510901372,12510901372,2026-04-28 07:53:43.650201
FunLand Chico,https://funlandchico.com/,funlandchico.com,"","",gyms,+1-530-343-1601,"",openstreetmap,https://www.openstreetmap.org/node/1451308554,1451308554,2026-04-28 07:53:43.650201
FunXional Fitness,https://www.funxionalfitness.com/,funxionalfitness.com,Burbank,CA,gyms,+1 818-842-3800,jessica@funxionalfitness.com,openstreetmap,https://www.openstreetmap.org/node/11860903796,11860903796,2026-04-28 07:53:43.650201
GB3,https://www.gb3clubs.com/fresno---cedar,gb3clubs.com,Fresno,CA,gyms,+1-559-297-8656,"",openstreetmap,https://www.openstreetmap.org/node/1056817926,1056817926,2026-04-28 07:53:43.650201
Gardena-Carson Family YMCA,https://www.ymcala.org/locations/gardena-carson-family-ymca,ymcala.org,Gardena,CA,gyms,+1-310-523-3470,"",openstreetmap,https://www.openstreetmap.org/node/1250585777,1250585777,2026-04-28 07:53:43.650201
Gb3,https://www.gb3clubs.com/fresno---palm,gb3clubs.com,Fresno,CA,gyms,+1-559-438-3003,"",openstreetmap,https://www.openstreetmap.org/node/61256450,61256450,2026-04-28 07:53:43.650201
Gb3,https://www.gb3clubs.com/,gb3clubs.com,Fresno,CA,gyms,+1-559-448-9300,"",openstreetmap,https://www.openstreetmap.org/node/744500486,744500486,2026-04-28 07:53:43.650201
Gemstone Gymnastics,https://gemstonegymnastics.com,gemstonegymnastics.com,San Diego,CA,gyms,+1 619-940-4075,"",openstreetmap,https://www.openstreetmap.org/node/11247251685,11247251685,2026-04-28 07:53:43.650201
Georgie Duke Center,https://www.cityofvacaville.gov/government/parks-and-recreation/recreation-programs/sports/duke-sports-center,cityofvacaville.gov,Vacaville,CA,gyms,+1-707-449-5192,"",openstreetmap,https://www.openstreetmap.org/node/470508571,470508571,2026-04-28 07:53:43.650201
Glaze Fitness,https://glazefitness.com/,glazefitness.com,El Cajon,CA,gyms,+1-619-884-5517,"",openstreetmap,https://www.openstreetmap.org/node/961427358,961427358,2026-04-28 07:53:43.650201
Glide Training,https://www.glidetc.com/,glidetc.com,San Diego,CA,gyms,+1-619-844-1315,"",openstreetmap,https://www.openstreetmap.org/node/13743797732,13743797732,2026-04-28 07:53:43.650201
Gold Line Pilates,https://goldlinepilatesca.com/about-the-south-pasadena-studio/,goldlinepilatesca.com,South Pasadena,CA,gyms,+1 626-989-3952,"",openstreetmap,https://www.openstreetmap.org/node/13504350008,13504350008,2026-04-28 07:53:43.650201
Gold's Gym,https://www.goldsgym.com/locations/ca/rancho-cucamonga/,goldsgym.com,Rancho Cucamonga,CA,gyms,+1 909-264-8855,"",openstreetmap,https://www.openstreetmap.org/node/238021465,238021465,2026-04-28 07:53:43.650201
Gold's Gym,https://www.goldsgym.com/salinas,goldsgym.com,Salinas,CA,gyms,+1 831 422 4653,"",openstreetmap,https://www.openstreetmap.org/node/730820559,730820559,2026-04-28 07:53:43.650201
Gold's Gym,https://www.goldsgym.com/locations/ca/goleta/,goldsgym.com,"",CA,gyms,+1-805-964-0556,sbgolgm@goldsgymsb.com,openstreetmap,https://www.openstreetmap.org/node/154646972,154646972,2026-04-28 07:53:43.650201
Golden State Gymnastics,https://goldenstategym.com/,goldenstategym.com,Burbank,CA,gyms,+1 818 558 1177,goldenstategym@hotmail.com,openstreetmap,https://www.openstreetmap.org/node/471969062,471969062,2026-04-28 07:53:43.650201
"Golden lion (kung-fu, tai shi)",https://www.goldnlion.com/,goldnlion.com,"","",gyms,+1-510-527-1606,"",openstreetmap,https://www.openstreetmap.org/node/8904492288,8904492288,2026-04-28 07:53:43.650201
Goleta Valley Athletic Club,https://gvac.com/,gvac.com,Goleta,CA,gyms,+1-805-968-1023,"",openstreetmap,https://www.openstreetmap.org/node/13512505350,13512505350,2026-04-28 07:53:43.650201
Gracie Jui Jitsu,https://www.thegraciesandiego.com/,thegraciesandiego.com,San Diego,CA,gyms,+1-858-505-9917,info@thegraciesandiego.com,openstreetmap,https://www.openstreetmap.org/node/7732654452,7732654452,2026-04-28 07:53:43.650201
Great Western Power Company,http://www.touchstoneclimbing.com/gwpower-co,touchstoneclimbing.com,Oakland,"",gyms,+1-510-452-2022,"",openstreetmap,https://www.openstreetmap.org/node/36978729,36978729,2026-04-28 07:53:43.650201
Green Valley Pool,https://www.thegreenvalleypool.com/,thegreenvalleypool.com,"","",gyms,+1-925-837-9904,"",openstreetmap,https://www.openstreetmap.org/node/1086354969,1086354969,2026-04-28 07:53:43.650201
Guaranteed Fitness Plus,https://www.leocostajr.com,leocostajr.com,Tulare,CA,gyms,+1-559-901-3728,"",openstreetmap,https://www.openstreetmap.org/node/10578101003,10578101003,2026-04-28 07:53:43.650201
Gym Tonic,https://gymtonicla.com/,gymtonicla.com,Los Angeles,CA,gyms,+1-310-692-1118,"",openstreetmap,https://www.openstreetmap.org/node/13036321493,13036321493,2026-04-28 07:53:43.650201
Gyrotonic South Bay,https://www.gyrotonicsouthbay.com/,gyrotonicsouthbay.com,"","",gyms,+1-424-398-0044,"",openstreetmap,https://www.openstreetmap.org/node/9738414572,9738414572,2026-04-28 07:53:43.650201
HIRIZE Fitness,https://hirizefitness.com/,hirizefitness.com,Orange,CA,gyms,+1-808-674-7632,"",openstreetmap,https://www.openstreetmap.org/node/1133969928,1133969928,2026-04-28 07:53:43.650201
Hangar 18 Climbing Gym,https://www.climbhangar18.com/location/riverside/,climbhangar18.com,Riverside,CA,gyms,+1 951-359-5040,"",openstreetmap,https://www.openstreetmap.org/node/5413591527,5413591527,2026-04-28 07:53:43.650201
Happy Fish,http://www.swimhappyfish.com,swimhappyfish.com,Fremont,CA,gyms,+1 510-226-7946,"",openstreetmap,https://www.openstreetmap.org/node/3936294999,3936294999,2026-04-28 07:53:43.650201
Hardcore Fitness,https://hardcorefitnessbootcamp.com/miramar-ca/,hardcorefitnessbootcamp.com,San Diego,CA,gyms,+1- 858-465-4236,"",openstreetmap,https://www.openstreetmap.org/node/13726574101,13726574101,2026-04-28 07:53:43.650201
Harmony House Yoga,https://www.harmony-house-yoga.com/,harmony-house-yoga.com,"","",gyms,+1-805-773-0380,"",openstreetmap,https://www.openstreetmap.org/node/5226804705,5226804705,2026-04-28 07:53:43.650201
Harmony Studios,http://harmonystudiosla.com,harmonystudiosla.com,West Hollywood,CA,gyms,+1-323-822-9584,harmonystudios@harmonystudiosla.com,openstreetmap,https://www.openstreetmap.org/node/5316959269,5316959269,2026-04-28 07:53:43.650201
Head over heels,https://www.hohathleticarts.com/,hohathleticarts.com,Emeryville,CA,gyms,+1-510-655-1265,"",openstreetmap,https://www.openstreetmap.org/node/687186706,687186706,2026-04-28 07:53:43.650201
HealthSPORT,https://healthsport.com/all-locations/#eka,healthsport.com,"",CA,gyms,+1 707-443-3488,"",openstreetmap,https://www.openstreetmap.org/node/875701827,875701827,2026-04-28 07:53:43.650201
Heimat,https://heimat.com/,heimat.com,"","",gyms,+1-213-319-7849,"",openstreetmap,https://www.openstreetmap.org/node/13401582801,13401582801,2026-04-28 07:53:43.650201
Helen Keller Park Pool,https://helen.lacountypools.com/,helen.lacountypools.com,Los Angeles,CA,gyms,+1-323-241-6703,"",openstreetmap,https://www.openstreetmap.org/node/1490874131,1490874131,2026-04-28 07:53:43.650201
Hidden Strength Gym,https://hiddenstrengthgym.business.site/,hiddenstrengthgym.business.site,Irwindale,CA,gyms,+1-626-236-7295,"",openstreetmap,https://www.openstreetmap.org/node/5760877704,5760877704,2026-04-28 07:53:43.650201
Hit Fit SF,https://hitfitsf.com/nobhill/,hitfitsf.com,San Francisco,CA,gyms,+1 415 4408269,"",openstreetmap,https://www.openstreetmap.org/node/9354883876,9354883876,2026-04-28 07:53:43.650201
Hollywood Sports Park,https://hollywoodsports.com/,hollywoodsports.com,Bellflower,CA,gyms,+1-562-867-9600,"",openstreetmap,https://www.openstreetmap.org/node/1370137837,1370137837,2026-04-28 07:53:43.650201
Hot 8 Yoga,https://hot8yoga.com/santanarow/,hot8yoga.com,San Jose,CA,gyms,+1 408-935-2193,"",openstreetmap,https://www.openstreetmap.org/node/200859875,200859875,2026-04-28 07:53:43.650201
Hot Pilates,http://myhotpilates.com,myhotpilates.com,West Hollywood,CA,gyms,+1-310-360-8889,info@myhotpilates.com,openstreetmap,https://www.openstreetmap.org/node/5133454766,5133454766,2026-04-28 07:53:43.650201
Hot Yoga,https://www.hotyogapasadena.com/,hotyogapasadena.com,Pasadena,CA,gyms,+1 626-304-9642,info@hotyogapasadena.com,openstreetmap,https://www.openstreetmap.org/node/13423143220,13423143220,2026-04-28 07:53:43.650201
Hotworx,https://www.hotworx.net/studio/clovis-willowstation,hotworx.net,Clovis,CA,gyms,+1-559-900-9679,"",openstreetmap,https://www.openstreetmap.org/node/12047230533,12047230533,2026-04-28 07:53:43.650201
Hugo's GymFitness,https://www.hugosgymfitness.com,hugosgymfitness.com,Santa Clarita,CA,gyms,+1-661-388-41-57,"",openstreetmap,https://www.openstreetmap.org/node/472545151,472545151,2026-04-28 07:53:43.650201
IB Fitness,https://www.ibfitness.net/,ibfitness.net,Imperial Beach,CA,gyms,+1-619-423-9022,"",openstreetmap,https://www.openstreetmap.org/node/8733098405,8733098405,2026-04-28 07:53:43.650201
ICC Table Tennis Center,https://icctt.org/,icctt.org,Milpitas,CA,gyms,+1 408-945-9556,sports@indiacc.org,openstreetmap,https://www.openstreetmap.org/node/10666074853,10666074853,2026-04-28 07:53:43.650201
Iconix Fitness,https://www.iconixfit.com/inglewood,iconixfit.com,Inglewood,CA,gyms,+1-310-412-5877,inglewood@iconixfit.com,openstreetmap,https://www.openstreetmap.org/node/12054040527,12054040527,2026-04-28 07:53:43.650201
